,市場平均,配当コア25 年1回,配当コア25 半年,配当コア15 年1回,配当コア40 年1回,利回りだけ上位25,トレンド条件なし25,減配歴チェックなし25
2016-12-05,1.1436334550630427,,,,,,,
2016-12-06,1.149558765841589,,,,,,,
2016-12-07,1.1573780488529244,,,,,,,
2016-12-08,1.1671974510014722,,,,,,,
2016-12-09,1.172604690965332,,,,,,,
2016-12-12,1.1786428169798897,,,,,,,
2016-12-13,1.188484338983952,,,,,,,
2016-12-14,1.1866637964278537,,,,,,,
2016-12-15,1.1892101176396035,,,,,,,
2016-12-16,1.1957126515429228,,,,,,,
2016-12-19,1.1950758754243358,,,,,,,
2016-12-20,1.2007788051033674,,,,,,,
2016-12-21,1.1930813627700978,,,,,,,
2016-12-22,1.1925916369750738,,,,,,,
2016-12-26,1.1947086798346083,,,,,,,
2016-12-27,1.1947446352100557,,,,,,,
2016-12-28,1.2044332821157648,,,,,,,
2016-12-29,1.191484869854936,,,,,,,
2016-12-30,1.1949796922710696,,,,,,,
2017-01-04,1.2214207697192245,,,,,,,
2017-01-05,1.2239805683092655,,,,,,,
2017-01-06,1.2242055537610421,,,,,,,
2017-01-10,1.2213975248583848,,,,,,,
2017-01-11,1.2238349987737374,,,,,,,
2017-01-12,1.2142690193779615,,,,,,,
2017-01-13,1.2216429870551886,,,,,,,
2017-01-16,1.2109145923998297,,,,,,,
2017-01-17,1.194756003272317,,,,,,,
2017-01-18,1.197123969522525,,,,,,,
2017-01-19,1.2066232038580902,,,,,,,
2017-01-20,1.210816195460965,,,,,,,
2017-01-23,1.2033897961951854,,,,,,,
2017-01-24,1.2021000146278118,,,,,,,
2017-01-25,1.2167596368984193,,,,,,,
2017-01-26,1.2290067190537326,,,,,,,
2017-01-27,1.2296898082936463,,,,,,,
2017-01-30,1.2305902591192743,,,,,,,
2017-01-31,1.2194344007150137,,,,,,,
2017-02-01,1.226681178402018,,,,,,,
2017-02-02,1.2144145489948366,,,,,,,
2017-02-03,1.2153948852252248,,,,,,,
2017-02-06,1.2194868613821324,,,,,,,
2017-02-07,1.2144774899311774,,,,,,,
2017-02-08,1.2215922579989311,,,,,,,
2017-02-09,1.2178114865326168,,,,,,,
2017-02-10,1.2376446220882171,,,,,,,
2017-02-13,1.2483668737594327,,,,,,,
2017-02-14,1.2449925241623796,,,,,,,
2017-02-15,1.2540770695451124,,,,,,,
2017-02-16,1.2533866849287234,,,,,,,
2017-02-17,1.2527331665031225,,,,,,,
2017-02-20,1.254820859422039,,,,,,,
2017-02-21,1.2617927771294826,,,,,,,
2017-02-22,1.261707983791261,,,,,,,
2017-02-23,1.2626984340262266,,,,,,,
2017-02-24,1.2598447821204646,,,,,,,
2017-02-27,1.2520826098453819,,,,,,,
2017-02-28,1.2564257842575433,,,,,,,
2017-03-01,1.2673937740587526,,,,,,,
2017-03-02,1.2768882936766326,,,,,,,
2017-03-03,1.273290017639542,,,,,,,
2017-03-06,1.275707792009508,,,,,,,
2017-03-07,1.2749409166517132,,,,,,,
2017-03-08,1.274412698545234,,,,,,,
2017-03-09,1.2809039598730836,,,,,,,
2017-03-10,1.2915727775929822,,,,,,,
2017-03-13,1.2899000480774825,,,,,,,
2017-03-14,1.2915296657981414,,,,,,,
2017-03-15,1.2827320544962728,,,,,,,
2017-03-16,1.2901606724901624,,,,,,,
2017-03-17,1.2874680823659408,,,,,,,
2017-03-21,1.2914857385282403,,,,,,,
2017-03-22,1.2672281850792784,,,,,,,
2017-03-23,1.2663790828295263,,,,,,,
2017-03-24,1.2772343571478106,,,,,,,
2017-03-27,1.2622712001926273,,,,,,,
2017-03-28,1.2815951488340847,,,,,,,
2017-03-29,1.2928402567017756,,,,,,,
2017-03-30,1.280609245282039,,,,,,,
2017-03-31,1.268206194626048,,,,,,,
2017-04-03,1.2718461214445185,,,,,,,
2017-04-04,1.2525951620170979,,,,,,,
2017-04-05,1.2525338175093426,,,,,,,
2017-04-06,1.227113632064237,,,,,,,
2017-04-07,1.2353462752113733,,,,,,,
2017-04-10,1.2456034413260493,,,,,,,
2017-04-11,1.237287129258496,,,,,,,
